index,timestamp,original_temperature,damaged_temperature,reconstructed_temperature,mask,scenario,block_position,missing_rate,method
114,2009-01-01 19:10:00,-4.900000,,-5.657980,1,block,none,0.20,linear_interpolation
115,2009-01-01 19:20:00,-4.860000,,-5.656700,1,block,none,0.20,linear_interpolation
116,2009-01-01 19:30:00,-4.900000,,-5.655419,1,block,none,0.20,linear_interpolation
117,2009-01-01 19:40:00,-4.970000,,-5.654138,1,block,none,0.20,linear_interpolation
118,2009-01-01 19:50:00,-4.990000,,-5.652857,1,block,none,0.20,linear_interpolation
119,2009-01-01 20:00:00,-4.900000,,-5.651576,1,block,none,0.20,linear_interpolation
120,2009-01-01 20:10:00,-4.930000,,-5.650296,1,block,none,0.20,linear_interpolation
121,2009-01-01 20:20:00,-4.890000,,-5.649015,1,block,none,0.20,linear_interpolation
122,2009-01-01 20:30:00,-4.930000,,-5.647734,1,block,none,0.20,linear_interpolation
123,2009-01-01 20:40:00,-5.000000,,-5.646453,1,block,none,0.20,linear_interpolation
124,2009-01-01 20:50:00,-4.900000,,-5.645172,1,block,none,0.20,linear_interpolation
125,2009-01-01 21:00:00,-4.800000,,-5.643892,1,block,none,0.20,linear_interpolation
126,2009-01-01 21:10:00,-4.840000,,-5.642611,1,block,none,0.20,linear_interpolation
127,2009-01-01 21:20:00,-4.900000,,-5.641330,1,block,none,0.20,linear_interpolation
128,2009-01-01 21:30:00,-4.860000,,-5.640049,1,block,none,0.20,linear_interpolation
129,2009-01-01 21:40:00,-4.760000,,-5.638768,1,block,none,0.20,linear_interpolation
130,2009-01-01 21:50:00,-4.610000,,-5.637488,1,block,none,0.20,linear_interpolation
131,2009-01-01 22:00:00,-4.500000,,-5.636207,1,block,none,0.20,linear_interpolation
132,2009-01-01 22:10:00,-4.410000,,-5.634926,1,block,none,0.20,linear_interpolation
133,2009-01-01 22:20:00,-4.400000,,-5.633645,1,block,none,0.20,linear_interpolation
134,2009-01-01 22:30:00,-4.320000,,-5.632365,1,block,none,0.20,linear_interpolation
135,2009-01-01 22:40:00,-4.170000,,-5.631084,1,block,none,0.20,linear_interpolation
136,2009-01-01 22:50:00,-4.300000,,-5.629803,1,block,none,0.20,linear_interpolation
137,2009-01-01 23:00:00,-4.470000,,-5.628522,1,block,none,0.20,linear_interpolation
138,2009-01-01 23:10:00,-4.500000,,-5.627241,1,block,none,0.20,linear_interpolation
139,2009-01-01 23:20:00,-4.510000,,-5.625961,1,block,none,0.20,linear_interpolation
140,2009-01-01 23:30:00,-4.330000,,-5.624680,1,block,none,0.20,linear_interpolation
141,2009-01-01 23:40:00,-4.330000,,-5.623399,1,block,none,0.20,linear_interpolation
142,2009-01-01 23:50:00,-4.580000,,-5.622118,1,block,none,0.20,linear_interpolation
143,2009-01-02 00:00:00,-4.540000,,-5.620837,1,block,none,0.20,linear_interpolation
144,2009-01-02 00:10:00,-4.600000,,-5.619557,1,block,none,0.20,linear_interpolation
145,2009-01-02 00:20:00,-4.670000,,-5.618276,1,block,none,0.20,linear_interpolation
146,2009-01-02 00:30:00,-4.660000,,-5.616995,1,block,none,0.20,linear_interpolation
147,2009-01-02 00:40:00,-4.550000,,-5.615714,1,block,none,0.20,linear_interpolation
148,2009-01-02 00:50:00,-4.430000,,-5.614433,1,block,none,0.20,linear_interpolation
149,2009-01-02 01:00:00,-4.440000,,-5.613153,1,block,none,0.20,linear_interpolation
150,2009-01-02 01:10:00,-4.390000,,-5.611872,1,block,none,0.20,linear_interpolation
151,2009-01-02 01:20:00,-4.400000,,-5.610591,1,block,none,0.20,linear_interpolation
152,2009-01-02 01:30:00,-4.400000,,-5.609310,1,block,none,0.20,linear_interpolation
153,2009-01-02 01:40:00,-4.310000,,-5.608030,1,block,none,0.20,linear_interpolation
154,2009-01-02 01:50:00,-4.260000,,-5.606749,1,block,none,0.20,linear_interpolation
155,2009-01-02 02:00:00,-4.290000,,-5.605468,1,block,none,0.20,linear_interpolation
156,2009-01-02 02:10:00,-4.260000,,-5.604187,1,block,none,0.20,linear_interpolation
157,2009-01-02 02:20:00,-4.270000,,-5.602906,1,block,none,0.20,linear_interpolation
158,2009-01-02 02:30:00,-4.300000,,-5.601626,1,block,none,0.20,linear_interpolation
159,2009-01-02 02:40:00,-4.320000,,-5.600345,1,block,none,0.20,linear_interpolation
160,2009-01-02 02:50:00,-4.390000,,-5.599064,1,block,none,0.20,linear_interpolation
161,2009-01-02 03:00:00,-4.450000,,-5.597783,1,block,none,0.20,linear_interpolation
162,2009-01-02 03:10:00,-4.500000,,-5.596502,1,block,none,0.20,linear_interpolation
163,2009-01-02 03:20:00,-4.480000,,-5.595222,1,block,none,0.20,linear_interpolation
164,2009-01-02 03:30:00,-4.430000,,-5.593941,1,block,none,0.20,linear_interpolation
165,2009-01-02 03:40:00,-4.330000,,-5.592660,1,block,none,0.20,linear_interpolation
166,2009-01-02 03:50:00,-4.410000,,-5.591379,1,block,none,0.20,linear_interpolation
167,2009-01-02 04:00:00,-4.580000,,-5.590099,1,block,none,0.20,linear_interpolation
168,2009-01-02 04:10:00,-4.630000,,-5.588818,1,block,none,0.20,linear_interpolation
169,2009-01-02 04:20:00,-4.630000,,-5.587537,1,block,none,0.20,linear_interpolation
170,2009-01-02 04:30:00,-4.740000,,-5.586256,1,block,none,0.20,linear_interpolation
171,2009-01-02 04:40:00,-4.860000,,-5.584975,1,block,none,0.20,linear_interpolation
172,2009-01-02 04:50:00,-4.970000,,-5.583695,1,block,none,0.20,linear_interpolation
173,2009-01-02 05:00:00,-4.960000,,-5.582414,1,block,none,0.20,linear_interpolation
174,2009-01-02 05:10:00,-4.940000,,-5.581133,1,block,none,0.20,linear_interpolation
175,2009-01-02 05:20:00,-4.780000,,-5.579852,1,block,none,0.20,linear_interpolation
176,2009-01-02 05:30:00,-4.630000,,-5.578571,1,block,none,0.20,linear_interpolation
177,2009-01-02 05:40:00,-4.640000,,-5.577291,1,block,none,0.20,linear_interpolation
178,2009-01-02 05:50:00,-4.670000,,-5.576010,1,block,none,0.20,linear_interpolation
179,2009-01-02 06:00:00,-4.430000,,-5.574729,1,block,none,0.20,linear_interpolation
180,2009-01-02 06:10:00,-4.380000,,-5.573448,1,block,none,0.20,linear_interpolation
181,2009-01-02 06:20:00,-4.320000,,-5.572167,1,block,none,0.20,linear_interpolation
182,2009-01-02 06:30:00,-4.250000,,-5.570887,1,block,none,0.20,linear_interpolation
183,2009-01-02 06:40:00,-4.160000,,-5.569606,1,block,none,0.20,linear_interpolation
184,2009-01-02 06:50:00,-4.260000,,-5.568325,1,block,none,0.20,linear_interpolation
185,2009-01-02 07:00:00,-4.280000,,-5.567044,1,block,none,0.20,linear_interpolation
186,2009-01-02 07:10:00,-4.340000,,-5.565764,1,block,none,0.20,linear_interpolation
187,2009-01-02 07:20:00,-4.370000,,-5.564483,1,block,none,0.20,linear_interpolation
188,2009-01-02 07:30:00,-4.330000,,-5.563202,1,block,none,0.20,linear_interpolation
189,2009-01-02 07:40:00,-4.430000,,-5.561921,1,block,none,0.20,linear_interpolation
190,2009-01-02 07:50:00,-4.390000,,-5.560640,1,block,none,0.20,linear_interpolation
191,2009-01-02 08:00:00,-4.330000,,-5.559360,1,block,none,0.20,linear_interpolation
192,2009-01-02 08:10:00,-4.370000,,-5.558079,1,block,none,0.20,linear_interpolation
193,2009-01-02 08:20:00,-4.310000,,-5.556798,1,block,none,0.20,linear_interpolation
194,2009-01-02 08:30:00,-4.300000,,-5.555517,1,block,none,0.20,linear_interpolation
195,2009-01-02 08:40:00,-4.240000,,-5.554236,1,block,none,0.20,linear_interpolation
196,2009-01-02 08:50:00,-4.170000,,-5.552956,1,block,none,0.20,linear_interpolation
197,2009-01-02 09:00:00,-4.130000,,-5.551675,1,block,none,0.20,linear_interpolation
198,2009-01-02 09:10:00,-4.070000,,-5.550394,1,block,none,0.20,linear_interpolation
199,2009-01-02 09:20:00,-3.950000,,-5.549113,1,block,none,0.20,linear_interpolation
200,2009-01-02 09:30:00,-3.900000,,-5.547833,1,block,none,0.20,linear_interpolation
201,2009-01-02 09:40:00,-3.900000,,-5.546552,1,block,none,0.20,linear_interpolation
202,2009-01-02 09:50:00,-3.920000,,-5.545271,1,block,none,0.20,linear_interpolation
203,2009-01-02 10:00:00,-3.930000,,-5.543990,1,block,none,0.20,linear_interpolation
204,2009-01-02 10:10:00,-3.970000,,-5.542709,1,block,none,0.20,linear_interpolation
205,2009-01-02 10:20:00,-3.930000,,-5.541429,1,block,none,0.20,linear_interpolation
206,2009-01-02 10:30:00,-3.900000,,-5.540148,1,block,none,0.20,linear_interpolation
207,2009-01-02 10:40:00,-3.870000,,-5.538867,1,block,none,0.20,linear_interpolation
208,2009-01-02 10:50:00,-3.740000,,-5.537586,1,block,none,0.20,linear_interpolation
209,2009-01-02 11:00:00,-3.620000,,-5.536305,1,block,none,0.20,linear_interpolation
210,2009-01-02 11:10:00,-3.490000,,-5.535025,1,block,none,0.20,linear_interpolation
211,2009-01-02 11:20:00,-3.360000,,-5.533744,1,block,none,0.20,linear_interpolation
212,2009-01-02 11:30:00,-3.210000,,-5.532463,1,block,none,0.20,linear_interpolation
213,2009-01-02 11:40:00,-3.170000,,-5.531182,1,block,none,0.20,linear_interpolation
214,2009-01-02 11:50:00,-3.020000,,-5.529901,1,block,none,0.20,linear_interpolation
215,2009-01-02 12:00:00,-3.120000,,-5.528621,1,block,none,0.20,linear_interpolation
216,2009-01-02 12:10:00,-3.070000,,-5.527340,1,block,none,0.20,linear_interpolation
217,2009-01-02 12:20:00,-2.900000,,-5.526059,1,block,none,0.20,linear_interpolation
218,2009-01-02 12:30:00,-2.810000,,-5.524778,1,block,none,0.20,linear_interpolation
219,2009-01-02 12:40:00,-2.800000,,-5.523498,1,block,none,0.20,linear_interpolation
220,2009-01-02 12:50:00,-2.640000,,-5.522217,1,block,none,0.20,linear_interpolation
221,2009-01-02 13:00:00,-2.530000,,-5.520936,1,block,none,0.20,linear_interpolation
222,2009-01-02 13:10:00,-2.540000,,-5.519655,1,block,none,0.20,linear_interpolation
223,2009-01-02 13:20:00,-2.490000,,-5.518374,1,block,none,0.20,linear_interpolation
224,2009-01-02 13:30:00,-2.260000,,-5.517094,1,block,none,0.20,linear_interpolation
225,2009-01-02 13:40:00,-2.210000,,-5.515813,1,block,none,0.20,linear_interpolation
226,2009-01-02 13:50:00,-2.410000,,-5.514532,1,block,none,0.20,linear_interpolation
227,2009-01-02 14:00:00,-2.560000,,-5.513251,1,block,none,0.20,linear_interpolation
228,2009-01-02 14:10:00,-2.620000,,-5.511970,1,block,none,0.20,linear_interpolation
229,2009-01-02 14:20:00,-2.540000,,-5.510690,1,block,none,0.20,linear_interpolation
230,2009-01-02 14:30:00,-2.140000,,-5.509409,1,block,none,0.20,linear_interpolation
231,2009-01-02 14:40:00,-2.220000,,-5.508128,1,block,none,0.20,linear_interpolation
232,2009-01-02 14:50:00,-2.180000,,-5.506847,1,block,none,0.20,linear_interpolation
233,2009-01-02 15:00:00,-2.120000,,-5.505567,1,block,none,0.20,linear_interpolation
234,2009-01-02 15:10:00,-2.310000,,-5.504286,1,block,none,0.20,linear_interpolation
235,2009-01-02 15:20:00,-2.420000,,-5.503005,1,block,none,0.20,linear_interpolation
236,2009-01-02 15:30:00,-2.470000,,-5.501724,1,block,none,0.20,linear_interpolation
237,2009-01-02 15:40:00,-2.550000,,-5.500443,1,block,none,0.20,linear_interpolation
238,2009-01-02 15:50:00,-2.650000,,-5.499163,1,block,none,0.20,linear_interpolation
239,2009-01-02 16:00:00,-2.760000,,-5.497882,1,block,none,0.20,linear_interpolation
240,2009-01-02 16:10:00,-2.810000,,-5.496601,1,block,none,0.20,linear_interpolation
241,2009-01-02 16:20:00,-2.830000,,-5.495320,1,block,none,0.20,linear_interpolation
242,2009-01-02 16:30:00,-2.840000,,-5.494039,1,block,none,0.20,linear_interpolation
243,2009-01-02 16:40:00,-2.830000,,-5.492759,1,block,none,0.20,linear_interpolation
244,2009-01-02 16:50:00,-2.840000,,-5.491478,1,block,none,0.20,linear_interpolation
245,2009-01-02 17:00:00,-2.880000,,-5.490197,1,block,none,0.20,linear_interpolation
246,2009-01-02 17:10:00,-2.960000,,-5.488916,1,block,none,0.20,linear_interpolation
247,2009-01-02 17:20:00,-2.960000,,-5.487635,1,block,none,0.20,linear_interpolation
248,2009-01-02 17:30:00,-2.970000,,-5.486355,1,block,none,0.20,linear_interpolation
249,2009-01-02 17:40:00,-3.030000,,-5.485074,1,block,none,0.20,linear_interpolation
250,2009-01-02 17:50:00,-3.050000,,-5.483793,1,block,none,0.20,linear_interpolation
251,2009-01-02 18:00:00,-3.070000,,-5.482512,1,block,none,0.20,linear_interpolation
252,2009-01-02 18:10:00,-3.160000,,-5.481232,1,block,none,0.20,linear_interpolation
253,2009-01-02 18:20:00,-3.200000,,-5.479951,1,block,none,0.20,linear_interpolation
254,2009-01-02 18:30:00,-3.230000,,-5.478670,1,block,none,0.20,linear_interpolation
255,2009-01-02 18:40:00,-3.290000,,-5.477389,1,block,none,0.20,linear_interpolation
256,2009-01-02 18:50:00,-3.300000,,-5.476108,1,block,none,0.20,linear_interpolation
257,2009-01-02 19:00:00,-3.340000,,-5.474828,1,block,none,0.20,linear_interpolation
258,2009-01-02 19:10:00,-3.360000,,-5.473547,1,block,none,0.20,linear_interpolation
259,2009-01-02 19:20:00,-3.360000,,-5.472266,1,block,none,0.20,linear_interpolation
260,2009-01-02 19:30:00,-3.360000,,-5.470985,1,block,none,0.20,linear_interpolation
261,2009-01-02 19:40:00,-3.360000,,-5.469704,1,block,none,0.20,linear_interpolation
262,2009-01-02 19:50:00,-3.310000,,-5.468424,1,block,none,0.20,linear_interpolation
263,2009-01-02 20:00:00,-3.300000,,-5.467143,1,block,none,0.20,linear_interpolation
264,2009-01-02 20:10:00,-3.280000,,-5.465862,1,block,none,0.20,linear_interpolation
265,2009-01-02 20:20:00,-3.360000,,-5.464581,1,block,none,0.20,linear_interpolation
266,2009-01-02 20:30:00,-3.360000,,-5.463300,1,block,none,0.20,linear_interpolation
267,2009-01-02 20:40:00,-3.360000,,-5.462020,1,block,none,0.20,linear_interpolation
268,2009-01-02 20:50:00,-3.430000,,-5.460739,1,block,none,0.20,linear_interpolation
269,2009-01-02 21:00:00,-3.490000,,-5.459458,1,block,none,0.20,linear_interpolation
270,2009-01-02 21:10:00,-3.500000,,-5.458177,1,block,none,0.20,linear_interpolation
271,2009-01-02 21:20:00,-3.520000,,-5.456897,1,block,none,0.20,linear_interpolation
272,2009-01-02 21:30:00,-3.660000,,-5.455616,1,block,none,0.20,linear_interpolation
273,2009-01-02 21:40:00,-3.800000,,-5.454335,1,block,none,0.20,linear_interpolation
274,2009-01-02 21:50:00,-3.940000,,-5.453054,1,block,none,0.20,linear_interpolation
275,2009-01-02 22:00:00,-4.020000,,-5.451773,1,block,none,0.20,linear_interpolation
276,2009-01-02 22:10:00,-4.060000,,-5.450493,1,block,none,0.20,linear_interpolation
277,2009-01-02 22:20:00,-4.200000,,-5.449212,1,block,none,0.20,linear_interpolation
278,2009-01-02 22:30:00,-4.340000,,-5.447931,1,block,none,0.20,linear_interpolation
279,2009-01-02 22:40:00,-4.300000,,-5.446650,1,block,none,0.20,linear_interpolation
280,2009-01-02 22:50:00,-4.350000,,-5.445369,1,block,none,0.20,linear_interpolation
281,2009-01-02 23:00:00,-4.380000,,-5.444089,1,block,none,0.20,linear_interpolation
282,2009-01-02 23:10:00,-4.450000,,-5.442808,1,block,none,0.20,linear_interpolation
283,2009-01-02 23:20:00,-4.530000,,-5.441527,1,block,none,0.20,linear_interpolation
284,2009-01-02 23:30:00,-4.570000,,-5.440246,1,block,none,0.20,linear_interpolation
285,2009-01-02 23:40:00,-4.560000,,-5.438966,1,block,none,0.20,linear_interpolation
286,2009-01-02 23:50:00,-4.590000,,-5.437685,1,block,none,0.20,linear_interpolation
287,2009-01-03 00:00:00,-4.710000,,-5.436404,1,block,none,0.20,linear_interpolation
288,2009-01-03 00:10:00,-4.890000,,-5.435123,1,block,none,0.20,linear_interpolation
289,2009-01-03 00:20:00,-5.200000,,-5.433842,1,block,none,0.20,linear_interpolation
290,2009-01-03 00:30:00,-5.480000,,-5.432562,1,block,none,0.20,linear_interpolation
291,2009-01-03 00:40:00,-5.500000,,-5.431281,1,block,none,0.20,linear_interpolation
