index,timestamp,scenario,block_position,missing_rate_percent,method,original_temperature,damaged_temperature,reconstructed_temperature,error
271,2009-01-02 21:20:00,block_end,end,20,linear_interpolation,-3.52,,-4.14322,0.6232200000000003
272,2009-01-02 21:30:00,block_end,end,20,linear_interpolation,-3.66,,-4.178644,0.5186440000000001
273,2009-01-02 21:40:00,block_end,end,20,linear_interpolation,-3.8,,-4.214068,0.4140680000000003
274,2009-01-02 21:50:00,block_end,end,20,linear_interpolation,-3.94,,-4.249492,0.3094920000000001
275,2009-01-02 22:00:00,block_end,end,20,linear_interpolation,-4.02,,-4.284915,0.26491500000000023
276,2009-01-02 22:10:00,block_end,end,20,linear_interpolation,-4.06,,-4.320339,0.2603390000000001
277,2009-01-02 22:20:00,block_end,end,20,linear_interpolation,-4.2,,-4.355763,0.15576299999999943
278,2009-01-02 22:30:00,block_end,end,20,linear_interpolation,-4.34,,-4.391186,0.0511860000000004
279,2009-01-02 22:40:00,block_end,end,20,linear_interpolation,-4.3,,-4.42661,0.12661000000000033
280,2009-01-02 22:50:00,block_end,end,20,linear_interpolation,-4.35,,-4.462034,0.11203400000000041
281,2009-01-02 23:00:00,block_end,end,20,linear_interpolation,-4.38,,-4.497458,0.11745800000000006
282,2009-01-02 23:10:00,block_end,end,20,linear_interpolation,-4.45,,-4.532881,0.08288099999999954
283,2009-01-02 23:20:00,block_end,end,20,linear_interpolation,-4.53,,-4.568305,0.03830499999999937
284,2009-01-02 23:30:00,block_end,end,20,linear_interpolation,-4.57,,-4.603729,0.03372900000000012
285,2009-01-02 23:40:00,block_end,end,20,linear_interpolation,-4.56,,-4.639153,0.0791530000000007
286,2009-01-02 23:50:00,block_end,end,20,linear_interpolation,-4.59,,-4.674576,0.0845760000000002
