index,timestamp,scenario,block_position,missing_rate_percent,method,original_temperature,damaged_temperature,reconstructed_temperature,error
160,2009-01-02 02:50:00,block_middle,middle,20,linear_interpolation,-4.39,,-4.94678,0.5567800000000007
161,2009-01-02 03:00:00,block_middle,middle,20,linear_interpolation,-4.45,,-4.947797,0.4977969999999994
162,2009-01-02 03:10:00,block_middle,middle,20,linear_interpolation,-4.5,,-4.948814,0.4488139999999996
163,2009-01-02 03:20:00,block_middle,middle,20,linear_interpolation,-4.48,,-4.949831,0.4698309999999992
164,2009-01-02 03:30:00,block_middle,middle,20,linear_interpolation,-4.43,,-4.950847,0.5208470000000007
165,2009-01-02 03:40:00,block_middle,middle,20,linear_interpolation,-4.33,,-4.951864,0.6218639999999995
166,2009-01-02 03:50:00,block_middle,middle,20,linear_interpolation,-4.41,,-4.952881,0.5428809999999995
167,2009-01-02 04:00:00,block_middle,middle,20,linear_interpolation,-4.58,,-4.953898,0.3738979999999996
168,2009-01-02 04:10:00,block_middle,middle,20,linear_interpolation,-4.63,,-4.954915,0.32491499999999984
169,2009-01-02 04:20:00,block_middle,middle,20,linear_interpolation,-4.63,,-4.955932,0.3259319999999999
170,2009-01-02 04:30:00,block_middle,middle,20,linear_interpolation,-4.74,,-4.956949,0.21694899999999961
171,2009-01-02 04:40:00,block_middle,middle,20,linear_interpolation,-4.86,,-4.957966,0.09796599999999955
172,2009-01-02 04:50:00,block_middle,middle,20,linear_interpolation,-4.97,,-4.958983,0.011016999999999832
